ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Meta: _wpcom_is_markdown,Download 1 name,Download 1 URL,Download 2 name,Download 2 URL
215,variable,WD-jsjsn215-ljjk,Anti-Slip Glasses Nose Pads (2 Sheets),1,0,visible,This is a variable product.,"<h3>
217,variation,20-0916-023-Beige-1mm,Anti-Slip Glasses Nose Pads (2 Sheets),1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,16.97,25.99,,,,,,,WD-jsjsn215-ljjk,,,,,,0,Size,1mm,,1,Color,Beige,,1,,,,
218,variation,20-0916-023-Black-1.5mm,Anti-Slip Glasses Nose Pads (2 Sheets),1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,16.97,25.99,,,,,,,WD-jsjsn215-ljjk,,,,,,0,Size,1.5mm,,1,Color,Black,,1,,,,
219,variation,20-0916-023-Beige-1.5mm,Anti-Slip Glasses Nose Pads (2 Sheets),1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,16.97,25.99,,,,,,,WD-jsjsn215-ljjk,,,,,,0,Size,1.5mm,,1,Color,Beige,,1,,,,
220,variable,WD-jsjsn220-fdva,Anti-slip And Noise-reducing Washing Machine Feet,1,0,visible,This is a variable product.,"<!-- Build time: 2020-08-19 10:52:38 -->
<style><!--
.listing-build-item table {
        width: 100% !important;
        margin: 5px 0 !important;
        border-collapse: collapse !important;
        table-layout: initial !important;
    }

    .listing-build-item table ul li,
    .listing-build-item table dl dd,
    .listing-build-item table dl dt {
        list-style:outside none !important;
        margin:0 !important;
    }

    .listing-build-item table ul,
    .listing-build-item table dl {
        margin-left: 0 !important;
    }

    .listing-build-item table tr>td,
    .listing-build-item table tr>th {
        padding: 10px 14px !important;
        font-size: 14px !important;
        border: 1px solid #cbcbcb !important;
        background-clip: padding-box !important;
        position: relative !important;
        letter-spacing:initial !important;
        text-align: left !important;
    }

    .listing-build-item table tr>th {
        font-weight: 600 !important;
    }

    .listing-build-item h3 {
        color: #000 !important;
        font-size: 20px !important;
        font-weight: 600 !important;
        margin: 0 !important;
        padding: 10px 0 !important;
        text-align: left !important;
    }
    .listing-build-item table th,.listing-build-item h5{
        color:#000 !important;
    }

    .listing-build-item {
        margin-bottom: 30px !important;
        word-break: break-word !important;
    }

    .listing-build-item ul,
    .listing-build-item dl {
        margin: 0 !important;
        padding:0 !important;
        list-style:outside none !important
    }

    .listing-build-item .img-box {
        margin: 10px 0 !important;
    }

    .listing-build-item .img-box img {
        height: auto !important;
        max-width: 100% !important;
        margin: 0 auto !important;
        padding: 0 !important;
        display: block !important;
    }
    @media screen and (min-width: 992px){
        .listing-build-item table tr>th {
            width: 180px !important;
        }
    }
    @media screen and (max-width: 750px){
        .listing-build-item table tr>th {
            width: 100px !important;
        }
    }

    .listing-build-item tr:first-child th:after,
    .listing-build-item tr:first-child td:after {
        border: initial !important;
    }

    .listing-build-item ul>li:last-child,
    .listing-build-item ul.features>li:last-child,
    .listing-build-item ul>li.package-row:last-child {
       margin-bottom: 0 !important;
    }
    .listing-build-item ul.features li,.listing-build-item ul li.package-row{
        margin-bottom:7px !important;
    }
    .listing-build-item h5{
        margin: 20px 0 5px 0 !important;
        font-weight: 600 !important;
        text-align: left !important;
    }
    .listing-build-item strong{
        font-weight: 600 !important;
    }
--></style>
<!-- BEGIN Descriptions -->
<div class=""listing-build-item"">
<span>»</span><span>» </span>Made Of Non-Slip &amp; Sound Absorbing Rubber, Protect Not Only Your Machine But Also Your Beautiful Floor. Our Added Layer Of Protection Keeps Your Floor Beautiful From Normal Use.<br>
<ul></ul>
</div>
<!-- END Descriptions --> <!-- BEGIN features -->
<div class=""listing-build-item"">
<h3>Main Features</h3>
</div>
<ul class=""features"">
<li>
<p><strong>【LIMITS HOME APPLIANCE MOVEMENT】If your dryer or washing machine wobbles at all, you know the kind of noise it can make in your house.</strong> With these handy pads, you can keep those heavy electric appliances right where they should be and limit the noise level in your home.</p>
</li>
<li>
<p><strong>【FITS MOST MODELS】</strong>We wanted this pad to be universal in its ability to help support your washer or dryer. That’s why <strong>these pads are designed to fit all the various styles and models of top- and front-loading washing machines.</strong></p>
</li>
<li>
<p><strong>【EASY TO INSTALL】</strong>Part of what makes these pads so great is how easy they are to install under the foot of your washer or dryer. Other commercial plastic or rubber floor pads just don’t offer the same level of silence or protection that these pads do.</p>
</li>
<li>
<p><strong>【STOP UP TO 94.7% OF VIBRATION】</strong>These anti-shake accessories are capable of absorbing up to 94.7% of vibrations, which can make all the difference when you have uneven flooring. </p>
</li>
</ul>
<!-- END features --> <!-- BEGIN Using Method -->
<div class=""listing-build-item"">
<h3>Using Methods</h3>
Install the cushions on the feet of the washing machine to reduce noise and effectively prevent moisture.<br>
<ul></ul>
</div>
<!-- END Using Method --> <!-- BEGIN usage_scene --> <!-- END usage_scene --> <!-- BEGIN specification -->
<div class=""listing-build-item"">
<h3>Specifications</h3>
<table>
<!-- BEGIN specification_material --> <!-- END specification_material --> <!-- BEGIN specification_weight -->
<tbody>
<tr>
<th scope=""row"">Product Weight</th>
<td>
<ul>
<li>85G</li>
</ul>
</td>
</tr>
<!-- END specification_weight --> <!-- BEGIN specification_size --> <!-- END specification_size --> <!-- BEGIN specification_many_package -->
<tr>
<th scope=""row"">Package Contents</th>
<td>
<ul>
<li>Anti-slip And Noise-reducing Washing Machine Feet(2PCS) × 1</li>
</ul>
</td>
</tr>
<!-- END specification_one_package --> <!-- BEGIN specification_custom_attribute -->
<tr>
<th scope=""row"">Material</th>
<td>Rubber+TPU</td>
</tr>
<tr>
<th scope=""row"">Color</th>
<td>Gray/Blue</td>
</tr>
<!-- END specification_custom_attribute -->
</tbody>
</table>
<!-- BEGIN specification_size_img -->
<h5>Product Size</h5>
<p class=""img-box""><img src=""https://cdn.shopifycdn.net/s/files/1/0061/3177/7618/files/10_480x480.jpg?v=1597805770"" alt=""""></p>
<!-- END specification_size_img -->
</div>
<!-- END specification --> <!-- BEGIN note -->
<div class=""listing-build-item"">
<h3>Note</h3>
Due to the different display and lighting effects, the actual color of the item may be slightly different from the color displayed on the picture.<br>
<ul></ul>
</div>
<!-- END note -->",,,taxable,,1,,0,0,,,,,1,,,,catalog,,,"https://cdn.shopifycdn.net/s/files/1/0450/4721/8334/products/6_bfd9d4bc-c35a-46c5-b201-4a1784176a66.jpg?v=1598511476, https://cdn.shopifycdn.net/s/files/1/0450/4721/8334/products/1_c0b06dc7-28f8-464e-9254-dd43774fea86.jpg?v=1598511478, https://cdn.shopifycdn.net/s/files/1/0450/4721/8334/products/5_1e3e5b19-5b93-457b-b29c-e55c5db41973.jpg?v=1598511480, https://cdn.shopifycdn.net/s/files/1/0450/4721/8334/products/9_ab3a681c-8dd3-45da-b13a-0d8f6ccb2e97.jpg?v=1598511482, https://cdn.shopifycdn.net/s/files/1/0450/4721/8334/products/4_bada0ed2-432a-4396-b3b7-01e10eb6598e.jpg?v=1598511488, https://cdn.shopifycdn.net/s/files/1/0450/4721/8334/products/2_97696858-001e-4b62-8de3-93e09a55d66a.jpg?v=1598511498, https://cdn.shopifycdn.net/s/files/1/0450/4721/8334/products/7_83ddef86-82d7-4333-9768-e2232646d1e8.jpg?v=1598511500, https://cdn.shopifycdn.net/s/files/1/0450/4721/8334/products/8_c0fe84fb-fc96-4333-a363-136f8ddfffec.jpg?v=1598511502, https://cdn.shopifycdn.net/s/files/1/0450/4721/8334/products/7_331a9872-1c5f-4176-aea4-b63b5c56c673.jpg?v=1598511503",,,,,,,,,0,Color,Gray,1,1,Title,"Feet Mat(2PCS), Feet Mat(4PCS)",1,1,,,,,1
221,variation,20-0826-005*2pc,Anti-slip And Noise-reducing Washing Machine Feet,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,19.99,.0,,,,https://cdn.shopifycdn.net/s/files/1/0450/4721/8334/products/7_331a9872-1c5f-4176-aea4-b63b5c56c673.jpg?v=1598511503,,,WD-jsjsn220-fdva,,,,,,0,Color,Gray,,1,Title,Feet Mat(2PCS),,1,,,,
222,variation,20-0826-005*4pc,Anti-slip And Noise-reducing Washing Machine Feet,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,34.99,.0,,,,https://cdn.shopifycdn.net/s/files/1/0450/4721/8334/products/7_331a9872-1c5f-4176-aea4-b63b5c56c673.jpg?v=1598511503,,,WD-jsjsn220-fdva,,,,,,0,Color,Gray,,1,Title,Feet Mat(4PCS),,1,,,,
223,variable,WD-jsjsn223-ljjk,ANTI-THEFT VERSATILE TRAVEL SCARF,1,0,visible,This is a variable product.,"<p style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'><img alt="""" data-src=""https://cdn.shopify.com/s/files/1/0046/6419/7191/files/logo1_59a6d098-3b6c-4ffa-82db-3f5cecee99c0_480x480.png?v=1569953551"" lazy=""loaded"" src=""https://cdn.shopify.com/s/files/1/0046/6419/7191/files/logo1_59a6d098-3b6c-4ffa-82db-3f5cecee99c0_480x480.png?v=1569953551"" style=""box-sizing: border-box; height: auto; max-width: 100%; border-style: none;""></p>

<p class=""p1"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'><span style=""box-sizing: border-box; color: rgb(239, 78, 186);""><strong style=""box-sizing: border-box; font-weight: bolder;""><span class=""s1"" style=""box-sizing: border-box;"">A must have to your travel packing list the Anti-theft Versatile Travel Scarf!</span></strong></span></p>

<p class=""p1"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'><img alt=""Image result"" data-src=""https://media.giphy.com/media/iFD7hkk85xkXZ4TU4F/giphy.gif"" height=""323"" lazy=""loaded"" src=""https://media.giphy.com/media/iFD7hkk85xkXZ4TU4F/giphy.gif"" style=""box-sizing: border-box; height: auto; max-width: 100%; border-style: none;"" width=""323""></p>

<p class=""p1"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'><span class=""s1"" style=""box-sizing: border-box;"">Aside from serving as your perfect wardrobe accessory, this scarf has<span> </span><span style=""box-sizing: border-box; color: rgb(254, 91, 191);""><strong style=""box-sizing: border-box; font-weight: bolder;"">a hidden<span> </span></strong></span></span><span class=""s2"" style=""box-sizing: border-box;""><span style=""box-sizing: border-box; color: rgb(254, 91, 191);""><strong style=""box-sizing: border-box; font-weight: bolder;"">zippered-pocket</strong><span> </span></span>where in you can<span> </span><span style=""box-sizing: border-box; color: rgb(200, 33, 135);""><strong style=""box-sizing: border-box; font-weight: bolder;"">securely and safely hide</strong><span> </span></span>your most valuable things such as<span> </span><span style=""box-sizing: border-box; color: rgb(154, 16, 88);""><strong style=""box-sizing: border-box; font-weight: bolder;"">cash, keys, phone or passport.</strong></span></span><span style=""box-sizing: border-box; color: rgb(154, 16, 88);""><strong style=""box-sizing: border-box; font-weight: bolder;""> </strong></span></p>

<p class=""p1"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'><img alt=""Related image"" data-src=""https://media.giphy.com/media/1pnyag9eVBNvnBaxqL/giphy.gif"" lazy=""loaded"" src=""https://media.giphy.com/media/1pnyag9eVBNvnBaxqL/giphy.gif"" style=""box-sizing: border-box; height: auto; max-width: 100%; border-style: none;""></p>

<p class=""p1"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'><span class=""s2"" style=""box-sizing: border-box;"">Be fashionable, wear this scarf in any way or any style you'd like.<br style=""box-sizing: border-box;"">
Super soft and cozy that gives you warmth in a cold weather!</span></p>

<p class=""p1"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'><span class=""s2"" style=""box-sizing: border-box;""><img data-src=""https://www.shopilik.com/wp-content/uploads/2018/11/WGG-Convertible-Pocket-Scarf_large.gif"" lazy=""loaded"" src=""https://www.shopilik.com/wp-content/uploads/2018/11/WGG-Convertible-Pocket-Scarf_large.gif"" style=""box-sizing: border-box; height: auto; max-width: 100%; border-style: none;""> </span></p>

<p class=""p3"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'><span style=""box-sizing: border-box; color: rgb(248, 85, 235);""><strong style=""box-sizing: border-box; font-weight: bolder;""><span class=""s1"" style=""box-sizing: border-box;"">Have a peaceful mind when traveling with this Anti-theft Versatile Travel Scarf!</span></strong></span></p>

<p class=""p4"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'><span style=""box-sizing: border-box; color: rgb(242, 80, 188);""><strong style=""box-sizing: border-box; font-weight: bolder;""><span class=""s1"" style=""box-sizing: border-box;"">FEATURES</span></strong></span></p>

<ul class=""ul1"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'>
	<li class=""li5"" style=""box-sizing: border-box;"">
<span class=""s3"" style=""box-sizing: border-box;""></span><span class=""s4"" style=""box-sizing: border-box;""><span style=""box-sizing: border-box; color: rgb(232, 89, 89);""><strong style=""box-sizing: border-box; font-weight: bolder;"">HIDDEN ZIPPER POCKET.</strong><span> </span></span>With its roomy hidden pocket you can easily carry your</span><span class=""s2"" style=""box-sizing: border-box;""><span> </span>lipstick, passport, cards, cash, coins, keys, cell phone, wallet or other valuables.</span>
</li>
</ul>
<img data-src=""https://demo.affiz.com/afshopping/pocketscarf.gif"" lazy=""loaded"" src=""https://demo.affiz.com/afshopping/pocketscarf.gif"" style='box-sizing: border-box; height: auto; max-width: 100%; border-style: none; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'>
<ul class=""ul1"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'>
	<li class=""li5"" style=""box-sizing: border-box;"">
<span class=""s3"" style=""box-sizing: border-box;""></span><span class=""s4"" style=""box-sizing: border-box; color: rgb(247, 71, 71);""><strong style=""box-sizing: border-box; font-weight: bolder;"">SAFE AND SECURE.</strong><span> </span></span><span class=""s2"" style=""box-sizing: border-box;"">Enjoy the freedom of knowing your belongings are safe, secure and in an unexpected location. Worry no more about pickpockets!</span>
</li>
</ul>
<img alt=""Image result for Anti-theft Travel Scarf"" data-src=""https://www.shopilik.com/wp-content/uploads/2018/11/WGG-Convertible-Pocket-Scarf-2_large.gif"" lazy=""loaded"" src=""https://www.shopilik.com/wp-content/uploads/2018/11/WGG-Convertible-Pocket-Scarf-2_large.gif"" style='box-sizing: border-box; height: auto; max-width: 100%; border-style: none; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'>
<ul class=""ul1"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'>
	<li class=""li4"" style=""box-sizing: border-box;"">
<span class=""s5"" style=""box-sizing: border-box;""></span><span style=""box-sizing: border-box; color: rgb(237, 86, 86);""><strong style=""box-sizing: border-box; font-weight: bolder;""><span class=""s2"" style=""box-sizing: border-box;"">VERSATILE FASHION ACCESSORY.</span><span class=""s6"" style=""box-sizing: border-box;""><span> </span></span></strong></span><span class=""s2"" style=""box-sizing: border-box;"">Use it as a scarf as a towel, beach towel, sarong, or picnic blanket in a pinch. Rock it in a single loop or double loop and be amazed to its countless style options!</span>
</li>
</ul>
<img alt=""Related image"" data-src=""https://cdn.shopify.com/s/files/1/1595/7051/files/3232_large.gif?v=1543310404"" lazy=""loaded"" src=""https://cdn.shopify.com/s/files/1/1595/7051/files/3232_large.gif?v=1543310404"" style='box-sizing: border-box; height: auto; max-width: 100%; border-style: none; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'>
<ul class=""ul1"" style='box-sizing: border-box; margin-top: 0px; margin-bottom: 1rem; color: rgb(77, 77, 77); font-family: HelveticaNeue, ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;'>
